177645 166000
174472 181271
169305 163973
164860 178331
179272 164347
170558 171655
171104 168919
171755 163262
168377 168425
165285 168173
187865 164233
157780 184074
166752 161821
167107 173345
173815 168237
168102 170876
181471 175346
172797 174398
180459 179586
154108 159802
176191 180630
163166 166050
168580 157911
172213 154163
170970 159951
152572 172363
183762 163929
183389 177730
174914 166305
174994 165771
172323 166290
162865 164514
180830 171784
165664 171203
180708 177120
180382 163238
168477 170702
172603 170026
176091 174095
169754 185471
161529 168641
169564 172560
165820 177245
168464 165254
164146 177574
178936 161337
181852 148542
173306 166805
175484 178349
173920 167101
162315 168093
159032 178248
177223 157021
165779 169555
175842 171167
178589 170092
164080 172336
170402 165054
172664 160417
159772 176885
170070 165870
169742 178707
176961 158141
169456 170197
169036 171250
160541 169513
166149 178576
176209 166688
172301 165902
173797 180118
173184 172275
185314 168549
162797 167857
164948 164372
165962 170161
179056 167646
162039 170831
178381 166090
174294 155660
182734 161595
183404 168164
178295 151566
157303 164534
173503 163282
162694 178890
172908 165366
159834 162667
181060 172329
175084 158645
176696 159459
176988 161635
156878 167129
176376 165120
177364 179630
155546 175143
170411 167466
164036 171352
170797 172740
170527 167873
180896 158475
161475 159885
169805 163221
162906 168133
176252 161899
171574 170955
176610 169697
154059 158896
176272 173958
171770 161065
175754 167489
174296 162351
173393 164735
168588 174154
155257 153714
175252 154892
167563 163427
175633 173316
176897 165947
157372 164540
172890 168910
160305 164692
187982 159620
176289 171738
164202 166245
184527 169505
156849 174911
170266 161924
176092 177449
161492 169069
164715 167704
162126 163227
194848 172528
169007 168112
170489 179319
186833 169144
158503 170935
169947 157266
174883 178961
165840 164557
173874 185402
173494 172235
170685 160402
176480 169666
164581 170733
156772 168695
182705 172409
166555 157624
165337 167467
172892 180216
176450 176520
180030 162371
184541 184902
170042 171468
159412 180005
177208 171818
171055 162307
170727 167146
166823 183548
168674 174372
168480 165059
178062 167327
171626 181776
182111 186324
170353 164548
172737 160373
171827 169582
161499 160265
179282 169041
172812 171418
163866 178627
156027 166716
178357 175795
159132 167045
167193 179144
166160 160499
160466 144492
193658 164915
168115 163849
174425 180928
183837 162857
152827 152001
168143 163018
167972 174722
170426 176377
155470 168433
149748 162547
167982 162936
170114 164120
166545 175489
175575 172282
169041 167145
177831 160143
175549 164535
178599 178930
173976 163388
163113 148234
160556 169732
167291 167860
177878 182946
176446 180458
177367 160762
163023 172937
170773 174703
172710 172419
181853 167740
179523 158541
179351 159775
169132 170380
184933 159803
178928 175734
177530 178349
164287 173174
170612 174637
173463 155990
165115 159315
172130 159369
162823 164726
167776 179828
170501 166293
166903 167973
158973 180763
166784 160666
171174 175150
172859 157505
167807 151423
185918 172681
176009 164809
170821 159759
150348 186737
167272 173161
167727 176439
179088 170436
154887 176247
192215 163053
178248 179966
172274 172245
170383 159992
167726 160296
167579 164953
170886 157308
158566 166175
173986 171337
177171 151051
168050 179333
168859 149762
165838 173074
189182 179521
168519 175108
178666 177827
180119 170602
181204 176670
172029 160371
162666 170941
173442 159663
173199 163723
183505 170650
172207 159553
179741 166548
156989 159706
179528 167149
170443 170306
160061 171534
173888 174230
164720 156639
182072 169929
190499 168119
160587 166689
171914 168191
164921 176976
176005 167010
172634 162227
173782 167119
162246 165580
168402 157694
168581 157394
184350 167095
171537 162550
167056 168230
168875 166240
178808 168311
169899 174417
170526 163141
175905 180393
161606 164112
163253 170037
169102 164632
158921 169702
165198 175294
175374 171285
177344 177380
171917 171815
171183 172221
167853 161483
175118 181813
165754 171000
181697 174796
178490 174285
157101 167561
167181 156180
156576 164331
160148 171363
156108 159730
171822 174805
166898 166772
171870 162608
177768 155736
179560 163517
165193 171604
170814 167842
174608 165086
170462 164278
162494 166340
162770 176960
179122 158951
182678 169607
171081 184989
175350 156080
157704 161547
166061 160740
176004 171636
170531 166100
187405 170602
163349 178665
164998 172563
181863 164237
170263 182932
179540 161475
188604 185874
174003 175285
169355 164361
159869 164154
153028 180040
155730 176657
162771 173330
164229 170635
161364 170825
161109 175126
160196 189458
183596 169017
176018 184443
171616 168573
159872 173795
173954 189716
174563 173461
169017 152065
180098 168530
153301 178458
173039 164443
174938 162997
164423 165043
176351 169700
172749 176176
165985 153502
160661 163848
177176 159543
165230 150861
164664 167600
177241 177138
189726 183260
159804 157736
162083 170801
164541 168026
177698 161232
149236 167039
184598 172903
188707 184433
167271 171983
164471 169505
168999 155933
180234 164728
172857 178599
168642 173909
160883 170889
181227 170799
177782 159097
166357 164925
174684 159960
180054 163297
185057 173762
183606 156637
171809 173891
179154 177036
154010 176515
177998 155765
159607 177831
170757 156405
163768 167692
175459 176507
154365 179043
165571 173894
174602 177126
178358 172029
159746 165363
171818 165975
170985 147759
179760 169934
174387 168333
178460 175548
163176 168016
182768 170310
173832 168147
162356 161425
167992 164406
163144 170182
158998 155636
170306 175676
167976 169187
175570 174612
172214 169244
169987 159640
151583 167542
177989 148726
158047 178659
166424 169538
169949 172669
156705 166284
154601 181183
166677 167442
161238 186915
154923 158836
173650 173066
174441 167194
180298 160307
172573 175625
167770 163071
168516 176189
169485 174088
173392 168976
171511 165600
161711 162778
163931 166533
163019 158348
180224 170623
169900 166649
176390 185461
169358 169626
163579 180239
166365 155758
161469 173368
168227 165846
160646 156514
162108 185423
175242 167085
170535 178145
172842 174435
172084 160714
186449 171734
172437 167480
175927 171912
177729 167502
160466 160444
160816 160527
157750 158822
157382 167376
165536 155791
163463 182546
153251 171730
170247 162105
180399 162633
165233 172833
167442 170530
162528 163795
179259 164695
161592 164623
174993 167967
167614 186210
175587 172762
159829 171185
182235 160085
160481 161212
149292 158005
163624 169961
176779 178938
166971 171240
183902 156024
172365 183715
170390 177773
167756 166728
158064 179257
173349 177834
173030 164633
166267 174248
173003 170670
177230 171947
167281 166807
177026 178145
179708 165771
186091 167996
187859 157684
168414 155969
179257 173587
168893 167206
173160 173476
169509 173131
165311 178206
173096 176407
180760 162682
178484 169132
166366 167402
169523 170205
