[1, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 0, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[2, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 0, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[3, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 0, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[4, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 0, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[5, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 0, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[6, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 0, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[7, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 0, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
[8, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 0, 67, 9, 62, 30, 47, 50]
[9, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 10, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 0, 62, 30, 47, 50]
[10, 94, 97, 11, 70, 26, 60, 34, 93, 56, 33, 6, 83, 57, 51, 53, 42, 88, 86, 59, 73, 65, 3, 82, 5, 14, 32, 81, 63, 13, 41, 1, 12, 77, 16, 44, 35, 95, 91, 18, 43, 40, 17, 23, 76, 15, 49, 54, 21, 22, 87, 36, 71, 64, 78, 80, 46, 55, 99, 25, 68, 61, 4, 66, 39, 38, 69, 52, 72, 84, 92, 0, 2, 27, 90, 96, 98, 7, 28, 31, 58, 75, 89, 20, 85, 48, 29, 74, 79, 19, 37, 45, 24, 8, 67, 9, 62, 30, 47, 50]
